date,state,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported
2020-08-15,VI,1.0,1.0,0.0
2020-08-13,VI,1.0,1.0,0.0
2020-08-12,VI,1.0,1.0,0.0
2020-08-03,VI,1.0,1.0,0.0
2022-05-29,VT,10.0,6.0,1.0
2022-05-14,VT,11.0,5.0,1.0
2022-04-24,VT,10.0,6.0,1.0
2022-04-16,VT,10.0,6.0,1.0
2022-04-10,VT,9.0,7.0,1.0
2022-01-31,VT,13.0,3.0,1.0
2021-04-20,VT,1.0,15.0,1.0
2020-12-06,VT,1.0,15.0,1.0
2020-11-26,VT,1.0,15.0,1.0
2020-11-17,VT,1.0,14.0,1.0
2020-11-13,VT,1.0,14.0,1.0
2020-11-10,VT,1.0,14.0,1.0
2020-11-09,VT,1.0,14.0,1.0
2020-11-01,VT,1.0,15.0,1.0
2020-10-31,VT,1.0,15.0,1.0
2020-10-19,VT,1.0,15.0,1.0
2020-10-16,VT,1.0,15.0,1.0
2020-10-10,VT,1.0,15.0,1.0
2020-10-09,VT,1.0,15.0,1.0
2020-09-30,VT,1.0,15.0,1.0
2020-09-29,VT,1.0,15.0,1.0
2020-09-25,VT,1.0,15.0,1.0
2020-09-23,VT,1.0,15.0,1.0
2020-09-22,VT,1.0,15.0,1.0
2020-09-21,VT,1.0,15.0,1.0
2020-09-16,VT,1.0,15.0,1.0
2020-09-15,VT,1.0,15.0,1.0
2020-09-14,VT,1.0,15.0,1.0
2020-09-13,VT,1.0,15.0,1.0
2020-09-12,VT,1.0,15.0,1.0
2020-09-10,VT,1.0,15.0,1.0
2020-09-06,VT,1.0,15.0,1.0
2020-09-04,VT,1.0,15.0,1.0
2020-08-26,VT,1.0,11.0,3.0
2020-08-19,VT,1.0,12.0,3.0
2020-08-10,VT,1.0,12.0,2.0
2020-08-08,VT,1.0,11.0,3.0
2020-08-04,VT,1.0,11.0,3.0
2020-12-07,WA,20.0,74.0,2.0
2020-12-04,WA,24.0,80.0,2.0
2020-12-01,WA,20.0,78.0,2.0
2020-11-28,WA,21.0,82.0,2.0
2020-11-25,WA,20.0,82.0,2.0
2020-11-22,WA,20.0,83.0,2.0
2020-11-21,WA,21.0,82.0,2.0
2020-11-18,WA,15.0,87.0,2.0
2020-11-15,WA,15.0,88.0,2.0
2020-11-12,WA,18.0,85.0,2.0
2020-11-06,WA,16.0,87.0,2.0
2020-11-03,WA,18.0,77.0,3.0
2020-10-31,WA,20.0,78.0,5.0
2020-10-04,WA,16.0,62.0,22.0
2020-09-28,WA,15.0,64.0,21.0
2020-09-22,WA,17.0,63.0,21.0
2020-09-20,WA,15.0,65.0,20.0
2020-09-19,WA,16.0,64.0,20.0
2020-09-18,WA,15.0,65.0,20.0
2020-09-11,WA,16.0,63.0,21.0
2020-09-10,WA,13.0,66.0,21.0
2020-09-09,WA,13.0,65.0,21.0
2020-09-03,WA,18.0,60.0,21.0
2020-09-01,WA,18.0,60.0,21.0
2020-08-23,WA,16.0,61.0,8.0
2020-08-09,WA,17.0,60.0,19.0
2020-08-05,WA,16.0,59.0,20.0
2020-08-01,WA,14.0,63.0,18.0
2020-12-12,WI,57.0,89.0,3.0
2020-12-07,WI,57.0,86.0,3.0
2020-12-04,WI,57.0,89.0,3.0
2020-12-03,WI,60.0,86.0,3.0
2020-11-30,WI,56.0,85.0,4.0
2020-11-23,WI,62.0,81.0,3.0
2020-11-21,WI,64.0,82.0,3.0
2020-11-20,WI,68.0,78.0,3.0
2020-11-19,WI,69.0,77.0,3.0
2020-11-08,WI,46.0,97.0,5.0
2020-11-07,WI,45.0,98.0,5.0
2020-11-05,WI,38.0,106.0,4.0
2020-10-31,WI,42.0,101.0,4.0
2020-10-30,WI,42.0,101.0,4.0
2020-10-29,WI,42.0,101.0,4.0
2020-10-19,WI,32.0,107.0,4.0
2020-10-13,WI,27.0,109.0,6.0
2020-10-11,WI,29.0,103.0,10.0
2020-10-04,WI,31.0,100.0,10.0
2020-10-03,WI,32.0,102.0,7.0
2020-09-26,WI,14.0,121.0,5.0
2020-09-24,WI,10.0,123.0,7.0
2020-09-22,WI,11.0,122.0,6.0
2020-09-17,WI,8.0,123.0,8.0
2020-09-08,WI,7.0,124.0,8.0
2020-08-29,WI,6.0,121.0,9.0
2020-08-28,WI,6.0,123.0,9.0
2020-08-27,WI,6.0,120.0,11.0
2020-08-20,WI,7.0,110.0,22.0
2020-08-18,WI,7.0,106.0,23.0
2020-08-16,WI,7.0,98.0,32.0
2020-08-14,WI,10.0,98.0,30.0
2020-08-12,WI,8.0,101.0,29.0
2020-08-09,WI,7.0,101.0,30.0
2020-08-08,WI,7.0,99.0,32.0
2020-08-06,WI,8.0,88.0,43.0
2021-08-04,WV,14.0,45.0,4.0
2020-12-12,WV,22.0,37.0,4.0
2020-12-11,WV,21.0,38.0,4.0
2020-12-09,WV,22.0,37.0,4.0
2020-12-08,WV,23.0,32.0,4.0
2020-12-04,WV,22.0,37.0,4.0
2020-12-02,WV,22.0,37.0,4.0
2020-11-26,WV,21.0,38.0,4.0
2020-10-30,WV,15.0,44.0,4.0
2020-10-27,WV,15.0,40.0,4.0
2020-10-26,WV,15.0,40.0,4.0
2020-10-24,WV,17.0,42.0,4.0
2020-10-18,WV,16.0,43.0,4.0
2020-10-15,WV,18.0,41.0,4.0
2020-10-12,WV,15.0,44.0,4.0
2020-10-09,WV,12.0,47.0,4.0
2020-10-08,WV,12.0,47.0,4.0
2020-10-05,WV,8.0,51.0,4.0
2020-10-02,WV,11.0,48.0,4.0
2020-10-01,WV,10.0,49.0,4.0
2020-09-29,WV,11.0,48.0,4.0
2020-09-23,WV,9.0,51.0,4.0
2020-09-21,WV,8.0,51.0,4.0
2020-08-29,WV,8.0,51.0,4.0
2020-08-25,WV,9.0,46.0,8.0
2020-08-21,WV,10.0,45.0,8.0
2020-08-15,WV,10.0,45.0,4.0
2020-08-13,WV,7.0,48.0,4.0
2020-08-12,WV,9.0,42.0,8.0
2020-08-11,WV,9.0,39.0,11.0
2020-08-06,WV,2.0,4.0,53.0
2020-08-05,WV,10.0,43.0,6.0
2020-08-04,WV,9.0,42.0,9.0
2020-08-03,WV,9.0,42.0,9.0
2022-06-01,WY,6.0,18.0,5.0
2022-05-30,WY,6.0,18.0,5.0
2022-04-29,WY,6.0,20.0,5.0
2022-04-24,WY,5.0,21.0,5.0
2022-04-16,WY,6.0,20.0,5.0
2022-04-15,WY,5.0,21.0,5.0
2022-04-10,WY,5.0,21.0,5.0
2022-03-31,WY,5.0,21.0,5.0
2021-04-30,WY,4.0,25.0,2.0
2021-04-15,WY,4.0,25.0,2.0
2021-04-10,WY,4.0,25.0,2.0
2021-04-09,WY,4.0,25.0,2.0
2021-04-02,WY,5.0,24.0,2.0
2020-12-13,WY,7.0,22.0,2.0
2020-12-10,WY,6.0,23.0,2.0
2020-12-09,WY,7.0,22.0,2.0
2020-12-06,WY,7.0,22.0,2.0
2020-11-29,WY,9.0,20.0,2.0
2020-11-27,WY,8.0,21.0,2.0
2020-11-18,WY,8.0,21.0,2.0
2020-11-17,WY,8.0,20.0,2.0
2020-11-15,WY,6.0,23.0,2.0
2020-11-08,WY,8.0,21.0,2.0
2020-11-04,WY,8.0,21.0,2.0
2020-11-02,WY,7.0,21.0,2.0
2020-11-01,WY,7.0,21.0,2.0
2020-10-23,WY,6.0,20.0,5.0
2020-10-21,WY,5.0,21.0,5.0
2020-10-14,WY,5.0,22.0,4.0
2020-10-10,WY,3.0,22.0,4.0
2020-10-02,WY,3.0,21.0,6.0
2020-09-30,WY,3.0,21.0,6.0
2020-09-28,WY,2.0,22.0,6.0
2020-09-18,WY,2.0,21.0,6.0
2020-09-16,WY,3.0,20.0,5.0
2020-09-14,WY,2.0,21.0,6.0
2020-09-07,WY,2.0,21.0,6.0
2020-09-06,WY,2.0,21.0,6.0
2020-09-05,WY,2.0,20.0,6.0
2020-08-28,WY,2.0,19.0,7.0
2020-08-26,WY,2.0,19.0,7.0
2020-08-24,WY,2.0,19.0,7.0
2020-08-17,WY,4.0,16.0,10.0
2020-08-15,WY,4.0,20.0,6.0
2020-08-05,WY,4.0,20.0,6.0
2020-08-02,WY,2.0,19.0,8.0
2020-08-01,WY,2.0,19.0,8.0
